オン点10　：　オフ点35
5	 1	 0	 0	 
47	 1	 0	 0	 
67	 2	 0	 0	 
112	 2	 0	 0	 
166	 4	 0	 0	 
178	 32	 0	 0	 
189	 32	 0	 0	 
199	 34	 0	 0	 
209	 34	 0	 0	 
219	 34	 0	 0	 
229	 38	 0	 0	 
240	 38	 0	 0	 
273	 46	 0	 0	 
305	 46	 0	 0	 
339	 46	 0	 0	 
360	 45	 0	 0	 
399	 39	 0	 0	 
434	 35	 0	 0	 
444	 34	 0	 0	 
454	 34	 0	 0	 
464	 31	 0	 0	 
474	 31	 0	 0	 
484	 29	 0	 0	 
494	 24	 0	 0	 
504	 24	 0	 0	 
514	 17	 0	 0	 
524	 17	 0	 0	 
534	 9	 0	 0	 
544	 6	 0	 0	 
554	 6	 0	 0	 
564	 7	 0	 0	 
574	 7	 0	 0	 
584	 5	 0	 0	 
594	 3	 0	 0	 
607	 3	 0	 0	 
626	 2	 0	 0	 
658	 2	 0	 0	 
668	 2	 0	 0	 
700	 2	 0	 0	 
755	 2	 0	 0	 
767	 2	 0	 0	 
777	 2	 0	 0	 
796	 3	 0	 0	 
823	 5	 0	 0	 
833	 8	 0	 0	 
844	 18	 0	 0	 
854	 18	 0	 0	 
864	 36	 0	 0	 
875	 44	 0	 0	 
889	 44	 0	 0	 
917	 44	 0	 0	 
947	 43	 0	 0	 
958	 46	 0	 0	 
972	 46	 0	 0	 
1,016	 45	 0	 0	 
1,026	 45	 0	 0	 
1,044	 46	 0	 0	 
1,100	 46	 0	 0	 
1,141	 44	 0	 0	 
1,165	 26	 0	 0	 
1,176	 12	 0	 0	 
1,186	 12	 0	 0	 
1,196	 6	 0	 0	 
1,206	 6	 0	 0	 
1,216	 5	 0	 0	 
1,226	 4	 0	 0	 
1,236	 4	 0	 0	 
1,254	 3	 0	 0	 
1,273	 2	 0	 0	 
1,307	 2	 0	 0	 
1,328	 3	 0	 0	 
1,364	 3	 0	 0	 
1,414	 3	 0	 0	 
1,431	 3	 0	 0	 
1,448	 4	 0	 0	 
1,465	 12	 0	 0	 
1,475	 33	 0	 0	 
1,486	 33	 0	 0	 
1,496	 44	 0	 0	 
1,511	 47	 0	 0	 
1,543	 46	 0	 0	 
1,563	 45	 0	 0	 
1,598	 46	 0	 0	 
1,612	 47	 0	 0	 
1,654	 47	 0	 0	 
1,664	 47	 0	 0	 
1,682	 47	 0	 0	 
1,750	 47	 0	 0	 
1,772	 33	 0	 0	 
1,782	 23	 0	 0	 
1,793	 14	 0	 0	 
1,803	 14	 0	 0	 
1,813	 6	 0	 0	 
1,823	 4	 0	 0	 
1,879	 3	 0	 0	 
1,934	 3	 0	 0	 
1,951	 3	 0	 0	 
2,015	 3	 0	 0	 
